# P_el = 14.6 * 0.048*1000./3. W
# P = 2 * pi * f * F * r
# r = 0.5m
# eta = P/P_el
# Kraft [N]	f [Hz]	f_err [Hz]
0,5	7,188	0,022489		
1,1405	5,117	0,049562		
1,531	3,633	0,12793		
1,151	5,352	0,028363		
1,711	3,086	0,042623		
1,831	2,578	0,18036		
#1	5,469	0,09003		
0,09	8,398	0,044054		
0,36	7,422	0,021986		
0,8905	5,703	0,031867		
1,2605	4,531	0,021418		
1,4105	3,984	0,132654		
