Winkelposition, Messreihe #2
Zeit ( s )	Winkelposition ( rad )
0,0000	1,916
0,0500	1,257
0,1000	-0,036
0,1500	0,795
0,2000	1,951
0,2500	1,070
0,3000	-0,060
0,3500	0,985
0,4000	1,957
0,4500	0,881
0,5000	-0,049
0,5500	1,172
0,6000	1,935
0,6500	0,690
0,7000	-0,005
0,7500	1,349
0,8000	1,885
0,8500	0,512
0,9000	0,072
0,9500	1,511
1,0000	1,802
1,0500	0,352
1,1000	0,176
1,1500	1,651
1,2000	1,695
1,2500	0,212
1,3000	0,306
1,3500	1,767
1,4000	1,566
1,4500	0,099
1,5000	0,457
1,5500	1,857
1,6000	1,415
1,6500	0,016
1,7000	0,624
1,7500	1,918
1,8000	1,247
1,8500	-0,038
1,9000	0,801
1,9500	1,951
2,0000	1,068
2,0500	-0,058
2,1000	0,983
2,1500	1,957
2,2000	0,886
2,2500	-0,052
2,3000	1,164
2,3500	1,938
2,4000	0,701
2,4500	-0,009
2,5000	1,335
2,5500	1,894
2,6000	0,529
2,6500	0,061
2,7000	1,492
2,7500	1,816
2,8000	0,372
2,8500	0,159
2,9000	1,632
2,9500	1,715
3,0000	0,232
3,0500	0,281
3,1000	1,750
3,1500	1,593
3,2000	0,118
3,2500	0,424
3,3000	1,841
3,3500	1,451
3,4000	0,031
3,4500	0,581
3,5000	1,905
3,5500	1,293
3,6000	-0,027
3,6500	0,751
3,7000	1,945
3,7500	1,123
3,8000	-0,055
3,8500	0,927
3,9000	1,959
3,9500	0,946
4,0000	-0,057
4,0500	1,103
4,1000	1,949
4,1500	0,763
4,2000	-0,027
4,2500	1,277
4,3000	1,912
4,3500	0,589
4,4000	0,033
4,4500	1,437
4,5000	1,844
4,5500	0,426
4,6000	0,121
4,6500	1,583
4,7000	1,755
4,7500	0,281
4,8000	0,234
4,8500	1,707
4,9000	1,640
4,9500	0,160
5,0000	0,368
5,0500	1,808
5,1000	1,508
5,1500	0,063
5,2000	0,518
5,2500	1,882
5,3000	1,357
5,3500	-0,006
5,4000	0,680
5,4500	1,932
5,5000	1,197
5,5500	-0,046
5,6000	0,848
5,6500	1,956
5,7000	1,029
5,7500	-0,060
5,8000	1,016
5,8500	1,957
5,9000	0,861
5,9500	-0,047
6,0000	1,181
6,0500	1,935
6,1000	0,691
6,1500	-0,006
6,2000	1,341
6,2500	1,891
6,3000	0,531
6,3500	0,060
6,4000	1,488
6,4500	1,822
6,5000	0,385
6,5500	0,148
6,6000	1,616
6,6500	1,731
6,7000	0,253
6,7500	0,258
6,8000	1,729
6,8500	1,619
6,9000	0,141
6,9500	0,390
7,0000	1,821
7,0500	1,492
7,1000	0,055
7,1500	0,531
7,2000	1,888
7,2500	1,349
7,3000	-0,009
7,3500	0,686
7,4000	1,934
7,4500	1,194
7,5000	-0,047
7,5500	0,848
7,6000	1,956
7,6500	1,030
7,7000	-0,058
7,7500	1,015
7,8000	1,957
7,8500	0,864
7,9000	-0,047
7,9500	1,178
8,0000	1,935
8,0500	0,696
8,1000	-0,006
8,1500	1,335
8,2000	1,891
8,2500	0,536
8,3000	0,057
8,3500	1,481
8,4000	1,822
8,4500	0,391
8,5000	0,143
8,5500	1,610
8,6000	1,737
8,6500	0,262
8,7000	0,251
8,7500	1,720
8,8000	1,629
8,8500	0,152
8,9000	0,377
8,9500	1,813
9,0000	1,505
9,0500	0,063
9,1000	0,517
9,1500	1,882
9,2000	1,363
9,2500	-0,002
9,3000	0,666
9,3500	1,927
9,4000	1,216
9,4500	-0,042
9,5000	0,823
9,5500	1,953
9,6000	1,060
9,6500	-0,058
9,7000	0,979
9,7500	1,959
9,8000	0,905
9,8500	-0,053
9,9000	1,134
9,9500	1,945
10,0000	0,743
10,0500	-0,024
10,1000	1,286
10,1500	1,912
10,2000	0,591
10,2500	0,028
10,3000	1,429
10,3500	1,852
10,4000	0,448
10,4500	0,104
10,5000	1,558
10,5500	1,780
10,6000	0,319
10,6500	0,198
10,7000	1,671
10,7500	1,684
10,8000	0,201
10,8500	0,311
10,9000	1,770
10,9500	1,574
11,0000	0,107
11,0500	0,437
11,1000	1,846
11,1500	1,448
11,2000	0,033
11,2500	0,573
11,3000	1,902
11,3500	1,310
11,4000	-0,020
11,4500	0,723
11,5000	1,940
11,5500	1,162
11,6000	-0,052
11,6500	0,878
11,7000	1,957
11,7500	1,007
11,8000	-0,058
11,8500	1,032
11,9000	1,957
11,9500	0,850
12,0000	-0,046
12,0500	1,183
12,1000	1,935
12,1500	0,699
12,2000	-0,009
12,2500	1,324
12,3000	1,899
12,3500	0,556
12,4000	0,044
12,4500	1,456
12,5000	1,839
12,5500	0,426
12,6000	0,118
12,6500	1,572
12,7000	1,770
12,7500	0,308
12,8000	0,207
12,8500	1,676
12,9000	1,678
12,9500	0,201
13,0000	0,313
13,0500	1,769
13,1000	1,576
13,1500	0,110
13,2000	0,430
13,2500	1,841
13,3000	1,455
13,3500	0,038
13,4000	0,565
13,4500	1,899
13,5000	1,321
13,5500	-0,016
13,6000	0,708
13,6500	1,937
13,7000	1,178
13,7500	-0,050
13,8000	0,859
13,8500	1,957
13,9000	1,026
13,9500	-0,058
14,0000	1,012
14,0500	1,959
14,1000	0,872
14,1500	-0,050
14,2000	1,161
14,2500	1,940
14,3000	0,724
14,3500	-0,017
14,4000	1,301
14,4500	1,907
14,5000	0,583
14,5500	0,031
14,6000	1,431
14,6500	1,852
14,7000	0,451
14,7500	0,101
14,8000	1,549
14,8500	1,788
14,9000	0,335
14,9500	0,182
15,0000	1,652
15,0500	1,703
15,1000	0,226
15,1500	0,283
15,2000	1,744
15,2500	1,608
15,3000	0,137
15,3500	0,391
15,4000	1,819
15,4500	1,502
15,5000	0,063
15,5500	0,506
15,6000	1,874
15,6500	1,390
15,7000	0,008
15,7500	0,628
15,8000	1,916
15,8500	1,272
15,9000	-0,030
15,9500	0,751
16,0000	1,943
16,0500	1,150
16,1000	-0,052
16,1500	0,877
16,2000	1,957
16,2500	1,023
16,3000	-0,058
16,3500	1,004
16,4000	1,959
16,4500	0,894
16,5000	-0,053
16,5500	1,131
16,6000	1,945
16,6500	0,762
16,7000	-0,030
16,7500	1,258
16,8000	1,921
16,8500	0,635
16,9000	0,011
16,9500	1,378
17,0000	1,877
17,0500	0,511
17,1000	0,066
17,1500	1,489
17,2000	1,824
17,2500	0,401
