Winkelposition, Messreihe #2
Zeit ( s )	Winkelposition ( rad )
0,0000	0,996
0,0500	1,194
0,1000	-0,440
0,1500	0,668
0,2000	1,409
0,2500	-0,295
0,3000	0,328
0,3500	1,530
0,4000	-0,058
0,4500	0,013
0,5000	1,539
0,5500	0,248
0,6000	-0,243
0,6500	1,447
0,7000	0,586
0,7500	-0,415
0,8000	1,255
0,8500	0,917
0,9000	-0,479
0,9500	0,982
1,0000	1,202
1,0500	-0,437
1,1000	0,658
1,1500	1,414
1,2000	-0,291
1,2500	0,320
1,3000	1,530
1,3500	-0,053
1,4000	0,008
1,4500	1,539
1,5000	0,248
1,5500	-0,243
1,6000	1,448
1,6500	0,584
1,7000	-0,413
1,7500	1,258
1,8000	0,911
1,8500	-0,479
1,9000	0,986
1,9500	1,197
2,0000	-0,438
2,0500	0,664
2,1000	1,411
2,1500	-0,295
2,2000	0,327
2,2500	1,528
2,3000	-0,058
2,3500	0,011
2,4000	1,541
2,4500	0,245
2,5000	-0,240
2,5500	1,448
2,6000	0,578
2,6500	-0,410
2,7000	1,261
2,7500	0,905
2,8000	-0,479
2,8500	0,994
2,9000	1,189
2,9500	-0,443
3,0000	0,680
3,0500	1,403
3,1000	-0,305
3,1500	0,344
3,2000	1,524
3,2500	-0,074
3,3000	0,031
3,3500	1,543
3,4000	0,223
3,4500	-0,226
3,5000	1,458
3,5500	0,556
3,6000	-0,402
3,6500	1,275
3,7000	0,888
3,7500	-0,478
3,8000	1,007
3,8500	1,181
3,9000	-0,446
3,9500	0,686
4,0000	1,400
4,0500	-0,308
4,1000	0,349
4,1500	1,524
4,2000	-0,075
4,2500	0,031
4,3000	1,543
4,3500	0,221
4,4000	-0,225
4,4500	1,458
4,5000	0,554
4,5500	-0,401
4,6000	1,279
4,6500	0,883
4,7000	-0,478
4,7500	1,015
4,8000	1,173
4,8500	-0,448
4,9000	0,699
4,9500	1,393
5,0000	-0,314
5,0500	0,363
5,1000	1,521
5,1500	-0,088
5,2000	0,047
5,2500	1,544
5,3000	0,204
5,3500	-0,214
5,4000	1,467
5,4500	0,536
5,5000	-0,394
5,5500	1,290
5,6000	0,862
5,6500	-0,476
5,7000	1,034
5,7500	1,158
5,8000	-0,452
5,8500	0,719
5,9000	1,382
5,9500	-0,324
6,0000	0,383
6,0500	1,516
6,1000	-0,104
6,1500	0,061
6,2000	1,546
6,2500	0,192
6,3000	-0,204
6,3500	1,472
6,4000	0,525
6,4500	-0,391
6,5000	1,296
6,5500	0,861
6,6000	-0,476
6,6500	1,035
6,7000	1,156
6,7500	-0,454
6,8000	0,718
6,8500	1,384
6,9000	-0,324
6,9500	0,375
7,0000	1,517
7,0500	-0,097
7,1000	0,055
7,1500	1,546
7,2000	0,199
7,2500	-0,212
7,3000	1,467
7,3500	0,537
7,4000	-0,396
7,4500	1,286
7,5000	0,872
7,5500	-0,478
7,6000	1,023
7,6500	1,170
7,7000	-0,448
7,7500	0,697
7,8000	1,395
7,8500	-0,311
7,9000	0,355
7,9500	1,522
8,0000	-0,079
8,0500	0,031
8,1000	1,541
8,1500	0,225
8,2000	-0,228
8,2500	1,456
8,3000	0,562
8,3500	-0,407
8,4000	1,269
8,4500	0,898
8,5000	-0,479
8,5500	0,997
8,6000	1,189
8,6500	-0,443
8,7000	0,672
8,7500	1,409
8,8000	-0,297
8,8500	0,328
8,9000	1,528
8,9500	-0,058
9,0000	0,013
9,0500	1,541
9,1000	0,245
9,1500	-0,242
9,2000	1,448
9,2500	0,584
9,3000	-0,413
9,3500	1,258
9,4000	0,909
9,4500	-0,479
9,5000	0,988
9,5500	1,199
9,6000	-0,441
9,6500	0,666
9,7000	1,409
9,7500	-0,297
9,8000	0,331
9,8500	1,527
9,9000	-0,063
9,9500	0,017
10,0000	1,543
10,0500	0,237
10,1000	-0,236
10,1500	1,453
10,2000	0,570
10,2500	-0,408
10,3000	1,266
10,3500	0,898
10,4000	-0,479
10,4500	1,001
10,5000	1,184
10,5500	-0,445
10,6000	0,685
10,6500	1,400
10,7000	-0,308
10,7500	0,350
10,8000	1,522
10,8500	-0,080
10,9000	0,038
10,9500	1,543
11,0000	0,212
11,0500	-0,220
11,1000	1,464
11,1500	0,542
11,2000	-0,397
11,2500	1,286
11,3000	0,870
11,3500	-0,478
11,4000	1,027
11,4500	1,161
11,5000	-0,452
11,5500	0,713
11,6000	1,385
11,6500	-0,324
11,7000	0,379
11,7500	1,516
11,8000	-0,104
11,8500	0,064
11,9000	1,546
11,9500	0,184
12,0000	-0,198
12,0500	1,475
12,1000	0,512
12,1500	-0,385
12,2000	1,307
12,2500	0,840
12,3000	-0,474
12,3500	1,057
12,4000	1,134
12,4500	-0,459
12,5000	0,749
12,5500	1,363
12,6000	-0,342
12,6500	0,415
12,7000	1,506
12,7500	-0,132
12,8000	0,099
12,8500	1,547
12,9000	0,146
12,9500	-0,171
13,0000	1,489
13,0500	0,468
13,1000	-0,366
13,1500	1,335
13,2000	0,793
13,2500	-0,468
13,3000	1,100
13,3500	1,092
13,4000	-0,468
13,4500	0,801
13,5000	1,332
13,5500	-0,368
13,6000	0,473
13,6500	1,489
13,7000	-0,174
13,7500	0,149
13,8000	1,547
13,8500	0,097
13,9000	-0,130
13,9500	1,506
14,0000	0,415
14,0500	-0,341
14,1000	1,367
14,1500	0,746
14,2000	-0,460
14,2500	1,139
14,3000	1,051
14,3500	-0,474
14,4000	0,848
14,4500	1,302
14,5000	-0,390
14,5500	0,520
14,6000	1,472
14,6500	-0,209
14,7000	0,196
14,7500	1,546
14,8000	0,052
14,8500	-0,093
14,9000	1,517
14,9500	0,364
15,0000	-0,314
15,0500	1,393
15,1000	0,696
15,1500	-0,448
15,2000	1,177
15,2500	1,010
15,3000	-0,479
15,3500	0,891
15,4000	1,272
15,4500	-0,407
15,5000	0,564
15,5500	1,458
15,6000	-0,236
15,6500	0,234
15,7000	1,543
15,7500	0,019
15,8000	-0,061
15,8500	1,527
15,9000	0,328
15,9500	-0,294
16,0000	1,412
16,0500	0,663
16,1000	-0,438
16,1500	1,203
16,2000	0,979
16,2500	-0,479
16,3000	0,922
16,3500	1,250
16,4000	-0,418
16,4500	0,594
16,5000	1,444
16,5500	-0,254
16,6000	0,264
16,6500	1,539
16,7000	-0,005
16,7500	-0,039
16,8000	1,532
16,8500	0,303
16,9000	-0,278
16,9500	1,423
17,0000	0,638
17,0500	-0,432
17,1000	1,217
17,1500	0,963
17,2000	-0,481
17,2500	0,936
17,3000	1,239
17,3500	-0,421
17,4000	0,608
17,4500	1,439
17,5000	-0,259
17,5500	0,269
17,6000	1,539
17,6500	-0,006
17,7000	-0,039
17,7500	1,532
17,8000	0,306
17,8500	-0,283
17,9000	1,420
17,9500	0,652
18,0000	-0,437
18,0500	1,206
18,1000	0,979
18,1500	-0,479
18,2000	0,914
18,2500	1,258
18,3000	-0,413
18,3500	0,575
18,4000	1,453
18,4500	-0,237
18,5000	0,234
18,5500	1,543
18,6000	0,027
18,6500	-0,074
18,7000	1,522
18,7500	0,350
18,8000	-0,308
18,8500	1,396
18,9000	0,694
18,9500	-0,449
19,0000	1,172
19,0500	1,021
19,1000	-0,478
19,1500	0,872
19,2000	1,290
19,2500	-0,396
19,3000	0,531
19,3500	1,470
19,4000	-0,207
19,4500	0,190
19,5000	1,546
19,5500	0,068
19,6000	-0,110
19,6500	1,513
19,7000	0,396
19,7500	-0,333
19,8000	1,371
19,8500	0,741
19,9000	-0,462
19,9500	1,134
20,0000	1,060
20,0500	-0,473
20,1000	0,828
20,1500	1,319
20,2000	-0,374
20,2500	0,482
20,3000	1,488
20,3500	-0,173
20,4000	0,146
20,4500	1,547
20,5000	0,108
20,5500	-0,145
20,6000	1,499
20,6500	0,441
20,7000	-0,357
20,7500	1,345
20,8000	0,784
20,8500	-0,468
20,9000	1,098
20,9500	1,100
21,0000	-0,465
21,0500	0,782
21,1000	1,348
21,1500	-0,353
21,2000	0,440
21,2500	1,502
21,3000	-0,145
21,3500	0,107
21,4000	1,547
21,4500	0,145
21,5000	-0,174
21,5500	1,486
21,6000	0,479
21,6500	-0,372
21,7000	1,323
21,7500	0,822
21,8000	-0,473
21,8500	1,067
21,9000	1,128
21,9500	-0,459
22,0000	0,748
22,0500	1,368
22,1000	-0,335
22,1500	0,399
22,2000	1,513
22,2500	-0,112
22,3000	0,071
22,3500	1,544
22,4000	0,188
22,4500	-0,204
22,5000	1,470
22,5500	0,529
22,6000	-0,393
22,6500	1,290
22,7000	0,870
22,7500	-0,478
22,8000	1,019
22,8500	1,172
22,9000	-0,449
22,9500	0,693
23,0000	1,398
23,0500	-0,306
23,1000	0,344
23,1500	1,527
23,2000	-0,066
23,2500	0,017
23,3000	1,541
23,3500	0,247
23,4000	-0,245
23,4500	1,445
23,5000	0,594
23,5500	-0,418
23,6000	1,244
23,6500	0,931
23,7000	-0,481
23,7500	0,960
23,8000	1,222
23,8500	-0,429
23,9000	0,624
23,9500	1,433
24,0000	-0,264
24,0500	0,272
24,1000	1,538
24,1500	-0,003
24,2000	-0,046
24,2500	1,528
24,3000	0,322
24,3500	-0,294
24,4000	1,407
24,4500	0,675
24,5000	-0,445
24,5500	1,183
24,6000	1,008
24,6500	-0,479
24,7000	0,880
24,7500	1,285
24,8000	-0,396
24,8500	0,529
24,9000	1,472
24,9500	-0,203
25,0000	0,181
25,0500	1,547
25,1000	0,080
25,1500	-0,124
25,2000	1,506
25,2500	0,419
25,3000	-0,347
25,3500	1,354
25,4000	0,771
25,4500	-0,467
25,5000	1,104
25,5500	1,096
25,6000	-0,467
25,6500	0,781
25,7000	1,349
25,7500	-0,349
25,8000	0,426
25,8500	1,506
25,9000	-0,126
25,9500	0,080
26,0000	1,546
26,0500	0,185
26,1000	-0,206
26,1500	1,469
26,2000	0,539
26,2500	-0,399
26,3000	1,279
26,3500	0,889
26,4000	-0,478
26,4500	0,996
26,5000	1,194
26,5500	-0,440
26,6000	0,660
26,6500	1,417
