FFT von Winkelposition, Messreihe #2, Daten
Frequenz ( Hz )	Relative Amplitude (  )
0,000	0,894
0,039	2,721E-4
0,078	2,313E-4
0,117	2,558E-4
0,156	1,627E-4
0,195	4,131E-4
0,234	2,342E-4
0,273	2,179E-4
0,312	2,941E-4
0,352	2,040E-4
0,391	6,601E-5
0,430	5,387E-4
0,469	3,937E-4
0,508	7,539E-4
0,547	5,748E-4
0,586	5,290E-4
0,625	4,285E-4
0,664	7,401E-4
0,703	2,031E-4
0,742	2,530E-4
0,781	5,821E-4
0,820	3,936E-4
0,859	3,788E-4
0,898	3,915E-4
0,937	4,380E-4
0,977	3,538E-4
1,016	3,711E-4
1,055	3,525E-4
1,094	5,576E-4
1,133	3,793E-4
1,172	5,350E-4
1,211	3,135E-4
1,250	6,077E-4
1,289	5,661E-4
1,328	2,855E-4
1,367	6,514E-4
1,406	7,118E-4
1,445	6,383E-4
1,484	5,984E-4
1,523	6,830E-4
1,562	9,585E-4
1,602	0,002
1,641	3,495E-4
1,680	4,589E-4
1,719	5,460E-4
1,758	4,693E-4
1,797	6,320E-4
1,836	7,797E-4
1,875	7,866E-4
1,914	7,979E-4
1,953	7,472E-4
1,992	7,057E-4
2,031	5,722E-4
2,070	5,569E-4
2,109	9,517E-4
2,148	8,670E-4
2,187	8,152E-4
2,227	7,458E-4
2,266	8,747E-4
2,305	9,876E-4
2,344	9,073E-4
2,383	7,729E-4
2,422	9,121E-4
2,461	8,724E-4
2,500	8,116E-4
2,539	9,510E-4
2,578	0,001
2,617	8,170E-4
2,656	0,001
2,695	8,848E-4
2,734	0,001
2,773	0,001
2,812	8,385E-4
2,852	0,001
2,891	9,589E-4
2,930	8,813E-4
2,969	9,626E-4
3,008	9,946E-4
3,047	8,611E-4
3,086	0,001
3,125	0,002
3,164	0,003
3,203	0,004
3,242	0,008
3,281	0,005
3,320	0,002
3,359	0,002
3,398	0,002
3,437	0,002
3,477	0,002
3,516	0,002
3,555	0,002
3,594	0,002
3,633	0,002
3,672	0,002
3,711	0,002
3,750	0,001
3,789	0,002
3,828	0,002
3,867	0,002
3,906	0,002
3,945	0,002
3,984	0,002
4,023	0,002
4,062	0,002
4,102	0,002
4,141	0,002
4,180	0,002
4,219	0,002
4,258	0,002
4,297	0,002
4,336	0,002
4,375	0,003
4,414	0,002
4,453	0,002
4,492	0,002
4,531	0,002
4,570	0,002
4,609	0,002
4,648	0,002
4,687	0,002
4,727	0,002
4,766	0,002
4,805	0,002
4,844	0,002
4,883	0,002
4,922	0,002
4,961	0,002
5,000	0,003
5,039	0,002
5,078	0,002
5,117	3,141E-4
5,156	0,005
5,195	0,002
5,234	0,002
5,273	0,003
5,312	0,004
5,352	0,004
5,391	0,003
5,430	0,003
5,469	0,003
5,508	0,003
5,547	0,003
5,586	0,003
5,625	0,003
5,664	0,003
5,703	0,003
5,742	0,003
5,781	0,004
5,820	0,003
5,859	0,004
5,898	0,004
5,937	0,004
5,977	0,004
6,016	0,004
6,055	0,004
6,094	0,004
6,133	0,004
6,172	0,004
6,211	0,004
6,250	0,004
6,289	0,004
6,328	0,005
6,367	0,005
6,406	0,005
6,445	0,005
6,484	0,005
6,523	0,005
6,562	0,005
6,602	0,005
6,641	0,005
6,680	0,005
6,719	0,006
6,758	0,006
6,797	0,006
6,836	0,006
6,875	0,006
6,914	0,006
6,953	0,007
6,992	0,006
7,031	0,007
7,070	0,007
7,109	0,007
7,148	0,007
7,187	0,008
7,227	0,008
7,266	0,008
7,305	0,008
7,344	0,009
7,383	0,009
7,422	0,009
7,461	0,010
7,500	0,010
7,539	0,011
7,578	0,011
7,617	0,012
7,656	0,012
7,695	0,013
7,734	0,013
7,773	0,015
7,812	0,016
7,852	0,016
7,891	0,017
7,930	0,019
7,969	0,021
8,008	0,023
8,047	0,028
8,086	0,029
8,125	0,034
8,164	0,038
8,203	0,046
8,242	0,065
8,281	0,078
8,320	0,126
8,359	0,631
8,398	1,000
8,437	0,447
8,477	0,230
8,516	0,134
8,555	0,075
8,594	0,050
8,633	0,044
8,672	0,037
8,711	0,033
8,750	0,027
8,789	0,024
8,828	0,022
8,867	0,020
8,906	0,018
8,945	0,017
8,984	0,016
9,023	0,015
9,062	0,014
9,102	0,013
9,141	0,013
9,180	0,012
9,219	0,011
9,258	0,011
9,297	0,010
9,336	0,010
9,375	0,010
9,414	0,010
9,453	0,010
9,492	0,009
9,531	0,009
9,570	0,009
9,609	0,009
9,648	0,009
9,687	0,008
9,727	0,009
9,766	0,008
9,805	0,008
9,844	0,008
9,883	0,008
9,922	0,008
9,961	0,008
