Winkelposition, Messreihe #2
Zeit ( s )	Winkelposition ( rad )
0,0000	0,875
0,0500	1,758
0,1000	1,993
0,1500	1,596
0,2000	0,592
0,2500	-0,013
0,3000	0,432
0,3500	1,428
0,4000	1,967
0,4500	1,858
0,5000	1,070
0,5500	0,130
0,6000	0,115
0,6500	0,994
0,7000	1,822
0,7500	1,979
0,8000	1,499
0,8500	0,473
0,9000	-0,016
0,9500	0,545
1,0000	1,536
1,0500	1,989
1,1000	1,797
1,1500	0,933
1,2000	0,068
1,2500	0,188
1,3000	1,126
1,3500	1,880
1,4000	1,959
1,4500	1,379
1,5000	0,350
1,5500	0,003
1,6000	0,682
1,6500	1,640
1,7000	1,995
1,7500	1,715
1,8000	0,771
1,8500	0,016
1,9000	0,298
1,9500	1,280
2,0000	1,932
2,0500	1,913
2,1000	1,219
2,1500	0,220
2,2000	0,053
2,2500	0,858
2,3000	1,755
2,3500	1,993
2,4000	1,590
2,4500	0,583
2,5000	-0,014
2,5500	0,449
2,6000	1,451
2,6500	1,973
2,7000	1,843
2,7500	1,027
2,8000	0,107
2,8500	0,141
2,9000	1,045
2,9500	1,847
3,0000	1,971
3,0500	1,448
3,1000	0,415
3,1500	-0,009
3,2000	0,611
3,2500	1,590
3,3000	1,993
3,3500	1,756
3,4000	0,842
3,4500	0,036
3,5000	0,250
3,5500	1,214
3,6000	1,912
3,6500	1,934
3,7000	1,288
3,7500	0,272
3,8000	0,028
3,8500	0,781
3,9000	1,709
3,9500	1,996
4,0000	1,645
4,0500	0,658
4,1000	-0,006
4,1500	0,385
4,2000	1,384
4,2500	1,959
4,3000	1,872
4,3500	1,107
4,4000	0,149
4,4500	0,099
4,5000	0,968
4,5500	1,811
4,6000	1,982
4,6500	1,508
4,7000	0,482
4,7500	-0,016
4,8000	0,542
4,8500	1,532
4,9000	1,987
4,9500	1,795
5,0000	0,920
5,0500	0,064
5,1000	0,199
5,1500	1,144
5,2000	1,888
5,2500	1,953
5,3000	1,351
5,3500	0,325
5,4000	0,011
5,4500	0,716
5,5000	1,667
5,5500	1,996
5,6000	1,685
5,6500	0,719
5,7000	0,003
5,7500	0,339
5,8000	1,332
5,8500	1,946
5,9000	1,894
5,9500	1,161
6,0000	0,179
6,0500	0,079
6,1000	0,920
6,1500	1,789
6,2000	1,987
6,2500	1,539
6,3000	0,515
6,3500	-0,016
6,4000	0,514
6,4500	1,511
6,5000	1,985
6,5500	1,805
6,6000	0,938
6,6500	0,071
6,7000	0,192
6,7500	1,134
6,8000	1,885
6,8500	1,953
6,9000	1,354
6,9500	0,327
7,0000	0,011
7,0500	0,716
7,1000	1,668
7,1500	1,998
7,2000	1,682
7,2500	0,716
7,3000	0,003
7,3500	0,342
7,4000	1,335
7,4500	1,948
7,5000	1,891
7,5500	1,153
7,6000	0,174
7,6500	0,082
7,7000	0,930
7,7500	1,794
7,8000	1,985
7,8500	1,533
7,9000	0,506
7,9500	-0,016
8,0000	0,522
8,0500	1,517
8,1000	1,985
8,1500	1,802
8,2000	0,935
8,2500	0,068
8,3000	0,193
8,3500	1,136
8,4000	1,885
8,4500	1,953
8,5000	1,354
8,5500	0,327
8,6000	0,011
8,6500	0,715
8,7000	1,668
8,7500	1,998
8,8000	1,684
8,8500	0,715
8,9000	0,003
8,9500	0,346
9,0000	1,340
9,0500	1,949
9,1000	1,888
9,1500	1,142
9,2000	0,167
9,2500	0,088
9,3000	0,944
9,3500	1,802
9,4000	1,984
9,4500	1,516
9,5000	0,485
9,5500	-0,016
9,6000	0,545
9,6500	1,539
9,7000	1,989
9,7500	1,784
9,8000	0,894
9,8500	0,053
9,9000	0,218
9,9500	1,177
10,0000	1,901
10,0500	1,942
10,1000	1,308
10,1500	0,286
10,2000	0,025
10,2500	0,768
10,3000	1,704
10,3500	1,996
10,4000	1,643
10,4500	0,649
10,5000	-0,008
10,5500	0,397
10,6000	1,400
10,6500	1,963
10,7000	1,861
10,7500	1,068
10,8000	0,126
10,8500	0,124
10,9000	1,019
10,9500	1,836
11,0000	1,974
11,0500	1,450
11,1000	0,413
11,1500	-0,009
11,2000	0,619
11,2500	1,599
11,3000	1,993
11,3500	1,742
11,4000	0,815
11,4500	0,028
11,5000	0,267
11,5500	1,243
11,6000	1,921
11,6500	1,926
11,7000	1,257
11,7500	0,250
11,8000	0,039
11,8500	0,812
11,9000	1,726
11,9500	1,996
12,0000	1,629
12,0500	0,636
12,1000	-0,009
12,1500	0,401
12,2000	1,400
12,2500	1,962
12,3000	1,869
12,3500	1,095
12,4000	0,141
12,4500	0,107
12,5000	0,982
12,5500	1,817
12,6000	1,981
12,6500	1,499
12,7000	0,470
12,7500	-0,016
12,8000	0,554
12,8500	1,546
12,9000	1,989
12,9500	1,788
13,0000	0,906
13,0500	0,058
13,1000	0,209
13,1500	1,158
13,2000	1,893
13,2500	1,949
13,3000	1,345
13,3500	0,319
13,4000	0,013
13,4500	0,721
13,5000	1,670
13,5500	1,996
13,6000	1,687
13,6500	0,723
13,7000	0,005
13,7500	0,335
13,8000	1,324
13,8500	1,943
13,9000	1,899
13,9500	1,178
14,0000	0,190
14,0500	0,069
14,1000	0,898
14,1500	1,775
14,2000	1,990
14,2500	1,566
14,3000	0,550
14,3500	-0,016
14,4000	0,478
14,4500	1,475
14,5000	1,978
14,5500	1,832
14,6000	1,004
14,6500	0,097
14,7000	0,151
14,7500	1,063
14,8000	1,855
14,8500	1,970
14,9000	1,431
14,9500	0,399
15,0000	-0,006
15,0500	0,628
15,1000	1,604
15,1500	1,995
15,2000	1,745
15,2500	0,826
15,3000	0,031
15,3500	0,259
15,4000	1,228
15,4500	1,915
15,5000	1,932
15,5500	1,282
15,6000	0,265
15,6500	0,030
15,7000	0,790
15,7500	1,712
