FFT von Winkelposition, Messreihe #2, Daten
Frequenz ( Hz )	Relative Amplitude (  )
0,000	1,353
0,039	0,013
0,078	0,012
0,117	0,012
0,156	0,012
0,195	0,012
0,234	0,012
0,273	0,012
0,313	0,012
0,352	0,012
0,391	0,012
0,430	0,012
0,469	0,012
0,508	0,012
0,547	0,012
0,586	0,012
0,625	0,012
0,664	0,012
0,703	0,012
0,742	0,012
0,781	0,012
0,820	0,012
0,859	0,012
0,898	0,012
0,938	0,012
0,977	0,012
1,016	0,012
1,055	0,012
1,094	0,012
1,133	0,012
1,172	0,012
1,211	0,012
1,250	0,012
1,289	0,012
1,328	0,012
1,367	0,012
1,406	0,012
1,445	0,012
1,484	0,012
1,523	0,012
1,563	0,013
1,602	0,012
1,641	0,013
1,680	0,013
1,719	0,013
1,758	0,013
1,797	0,013
1,836	0,013
1,875	0,013
1,914	0,013
1,953	0,013
1,992	0,013
2,031	0,013
2,070	0,014
2,109	0,014
2,148	0,014
2,188	0,014
2,227	0,014
2,266	0,015
2,305	0,014
2,344	0,015
2,383	0,015
2,422	0,016
2,461	0,016
2,500	0,016
2,539	0,017
2,578	0,018
2,617	0,019
2,656	0,017
2,695	0,020
2,734	0,020
2,773	0,025
2,813	0,023
2,852	0,027
2,891	0,033
2,930	0,014
2,969	0,077
3,008	0,182
3,047	0,543
3,086	1,000
3,125	0,542
3,164	0,158
3,203	0,023
3,242	0,030
3,281	0,019
3,320	0,009
3,359	0,011
3,398	0,006
3,438	0,007
3,477	0,005
3,516	0,004
3,555	0,005
3,594	0,003
3,633	0,004
3,672	0,005
3,711	0,005
3,750	0,005
3,789	0,005
3,828	0,005
3,867	0,006
3,906	0,006
3,945	0,006
3,984	0,006
4,023	0,006
4,063	0,006
4,102	0,006
4,141	0,006
4,180	0,006
4,219	0,007
4,258	0,007
4,297	0,007
4,336	0,007
4,375	0,007
4,414	0,007
4,453	0,007
4,492	0,007
4,531	0,007
4,570	0,007
4,609	0,007
4,648	0,007
4,688	0,007
4,727	0,007
4,766	0,007
4,805	0,007
4,844	0,008
4,883	0,008
4,922	0,008
4,961	0,008
5,000	0,008
5,039	0,008
5,078	0,008
5,117	0,008
5,156	0,008
5,195	0,008
5,234	0,008
5,273	0,008
5,313	0,008
5,352	0,008
5,391	0,008
5,430	0,008
5,469	0,008
5,508	0,008
5,547	0,008
5,586	0,008
5,625	0,008
5,664	0,008
5,703	0,007
5,742	0,008
5,781	0,007
5,820	0,007
5,859	0,007
5,898	0,007
5,938	0,007
5,977	0,006
6,016	0,013
6,055	0,014
6,094	0,031
6,133	0,060
6,172	0,033
6,211	0,065
6,250	0,039
6,289	0,015
6,328	0,010
6,367	0,012
6,406	0,010
6,445	0,011
6,484	0,010
6,523	0,010
6,563	0,010
6,602	0,010
6,641	0,010
6,680	0,010
6,719	0,010
6,758	0,010
6,797	0,009
6,836	0,010
6,875	0,010
6,914	0,009
6,953	0,010
6,992	0,009
7,031	0,009
7,070	0,009
7,109	0,009
7,148	0,009
7,188	0,009
7,227	0,009
7,266	0,009
7,305	0,009
7,344	0,009
7,383	0,009
7,422	0,009
7,461	0,009
7,500	0,009
7,539	0,009
7,578	0,009
7,617	0,009
7,656	0,009
7,695	0,009
7,734	0,009
7,773	0,010
7,813	0,009
7,852	0,009
7,891	0,009
7,930	0,009
7,969	0,009
8,008	0,009
8,047	0,009
8,086	0,009
8,125	0,009
8,164	0,009
8,203	0,009
8,242	0,009
8,281	0,009
8,320	0,009
8,359	0,009
8,398	0,009
8,438	0,009
8,477	0,009
8,516	0,009
8,555	0,009
8,594	0,009
8,633	0,009
8,672	0,009
8,711	0,009
8,750	0,009
8,789	0,009
8,828	0,009
8,867	0,009
8,906	0,009
8,945	0,009
8,984	0,009
9,023	0,009
9,063	0,009
9,102	0,012
9,141	0,011
9,180	0,001
9,219	0,014
9,258	0,005
9,297	0,016
9,336	0,016
9,375	0,010
9,414	0,007
9,453	0,009
9,492	0,009
9,531	0,009
9,570	0,009
9,609	0,009
9,648	0,009
9,688	0,009
9,727	0,009
9,766	0,009
9,805	0,009
9,844	0,009
9,883	0,009
9,922	0,009
9,961	0,009
