Winkelposition, Messreihe #2
Zeit ( s )	Winkelposition ( rad )
0,0000	-1,532
0,0500	-1,018
0,1000	0,140
0,1500	0,438
0,2000	-0,368
0,2500	-1,445
0,3000	-1,241
0,3500	-0,077
0,4000	0,468
0,4500	-0,104
0,5000	-1,286
0,5500	-1,412
0,6000	-0,333
0,6500	0,446
0,7000	0,116
0,7500	-1,067
0,8000	-1,517
0,8500	-0,606
0,9000	0,369
0,9500	0,286
1,0000	-0,806
1,0500	-1,547
1,1000	-0,875
1,1500	0,237
1,2000	0,399
1,2500	-0,525
1,3000	-1,503
1,3500	-1,120
1,4000	0,055
1,4500	0,459
1,5000	-0,256
1,5500	-1,389
1,6000	-1,316
1,6500	-0,173
1,7000	0,465
1,7500	-0,014
1,8000	-1,211
1,8500	-1,461
1,9000	-0,430
1,9500	0,424
2,0000	0,184
2,0500	-0,977
2,1000	-1,536
2,1500	-0,705
2,2000	0,328
2,2500	0,331
2,3000	-0,707
2,3500	-1,539
2,4000	-0,968
2,4500	0,178
2,5000	0,427
2,5500	-0,426
2,6000	-1,470
2,6500	-1,197
2,7000	-0,024
2,7500	0,467
2,8000	-0,160
2,8500	-1,327
2,9000	-1,381
2,9500	-0,272
3,0000	0,456
3,0500	0,074
3,1000	-1,118
3,1500	-1,502
3,2000	-0,548
3,2500	0,388
3,3000	0,256
3,3500	-0,855
3,4000	-1,547
3,4500	-0,831
3,5000	0,264
3,5500	0,385
3,6000	-0,569
3,6500	-1,514
3,7000	-1,089
3,7500	0,080
3,8000	0,454
3,8500	-0,280
3,9000	-1,403
3,9500	-1,305
4,0000	-0,159
4,0500	0,465
4,1000	-0,020
4,1500	-1,214
4,2000	-1,458
4,2500	-0,430
4,3000	0,424
4,3500	0,185
4,4000	-0,974
4,4500	-1,536
4,5000	-0,712
4,5500	0,325
4,6000	0,338
4,6500	-0,694
4,7000	-1,538
4,7500	-0,982
4,8000	0,167
4,8500	0,430
4,9000	-0,405
4,9500	-1,461
5,0000	-1,216
5,0500	-0,049
5,1000	0,468
5,1500	-0,126
5,2000	-1,302
5,2500	-1,403
5,3000	-0,316
5,3500	0,448
5,4000	0,113
5,4500	-1,065
5,5000	-1,519
5,5500	-0,617
5,6000	0,363
5,6500	0,298
5,7000	-0,778
5,7500	-1,546
5,8000	-0,913
5,8500	0,210
5,9000	0,415
5,9500	-0,465
6,0000	-1,483
6,0500	-1,178
6,1000	-0,008
6,1500	0,467
6,2000	-0,165
6,2500	-1,327
6,3000	-1,384
6,3500	-0,281
6,4000	0,452
6,4500	0,090
6,5000	-1,096
6,5500	-1,511
6,6000	-0,581
6,6500	0,375
6,7000	0,281
6,7500	-0,809
6,8000	-1,546
6,8500	-0,884
6,9000	0,229
6,9500	0,407
7,0000	-0,492
7,0500	-1,491
7,1000	-1,158
7,1500	0,009
7,2000	0,465
7,2500	-0,181
7,3000	-1,338
7,3500	-1,376
7,4000	-0,269
7,4500	0,454
7,5000	0,083
7,5500	-1,101
7,6000	-1,510
7,6500	-0,580
7,7000	0,375
7,7500	0,283
7,8000	-0,804
7,8500	-1,546
7,9000	-0,894
7,9500	0,221
8,0000	0,412
8,0500	-0,474
8,1000	-1,484
8,1500	-1,175
8,2000	-0,008
8,2500	0,467
8,3000	-0,156
8,3500	-1,318
8,4000	-1,392
8,4500	-0,300
8,5000	0,449
8,5500	0,110
8,6000	-1,071
8,6500	-1,519
8,7000	-0,617
8,7500	0,361
8,8000	0,302
8,8500	-0,760
8,9000	-1,543
8,9500	-0,938
9,0000	0,193
9,0500	0,424
9,1000	-0,426
9,1500	-1,467
9,2000	-1,211
9,2500	-0,049
9,3000	0,467
9,3500	-0,112
9,4000	-1,285
9,4500	-1,417
9,5000	-0,350
9,5500	0,440
9,6000	0,149
9,6500	-1,015
9,7000	-1,532
9,7500	-0,683
9,8000	0,333
9,8500	0,335
9,9000	-0,686
9,9500	-1,535
10,0000	-1,004
10,0500	0,141
10,1000	0,440
10,1500	-0,346
10,2000	-1,433
10,2500	-1,271
10,3000	-0,121
10,3500	0,467
10,4000	-0,039
10,4500	-1,222
10,5000	-1,459
10,5500	-0,440
10,6000	0,419
10,6500	0,209
