Winkelposition, Messreihe #2
Zeit ( s )	Winkelposition ( rad )
0,0000	-0,038
0,0500	0,501
0,1000	-1,200
0,1500	0,416
0,2000	0,060
0,2500	-1,111
0,3000	0,734
0,3500	-0,438
0,4000	-0,800
0,4500	0,826
0,5000	-0,875
0,5500	-0,344
0,6000	0,686
0,6500	-1,145
0,7000	0,157
0,7500	0,336
0,8000	-1,192
0,8500	0,570
0,9000	-0,145
0,9500	-1,005
1,0000	0,803
1,0500	-0,635
1,1000	-0,624
1,1500	0,798
1,2000	-1,013
1,2500	-0,134
1,3000	0,565
1,3500	-1,191
1,4000	0,346
1,4500	0,148
1,5000	-1,142
1,5500	0,691
1,6000	-0,355
1,6500	-0,869
1,7000	0,825
1,7500	-0,806
1,8000	-0,432
1,8500	0,729
1,9000	-1,112
1,9500	0,066
2,0000	0,412
2,0500	-1,200
2,1000	0,504
2,1500	-0,046
2,2000	-1,059
2,2500	0,773
2,3000	-0,545
2,3500	-0,713
2,4000	0,817
2,4500	-0,947
2,5000	-0,237
2,5500	0,630
2,6000	-1,172
2,6500	0,250
2,7000	0,245
2,7500	-1,173
2,8000	0,636
2,8500	-0,247
2,9000	-0,941
2,9500	0,818
3,0000	-0,724
3,0500	-0,531
3,1000	0,768
3,1500	-1,067
3,2000	-0,028
3,2500	0,489
3,3000	-1,199
3,3500	0,430
3,4000	0,042
3,4500	-1,103
3,5000	0,741
3,5500	-0,460
3,6000	-0,784
3,6500	0,825
3,7000	-0,892
3,7500	-0,322
3,8000	0,674
3,8500	-1,153
3,9000	0,182
3,9500	0,313
4,0000	-1,188
4,0500	0,589
4,1000	-0,176
4,1500	-0,985
4,2000	0,809
4,2500	-0,666
4,3000	-0,589
4,3500	0,789
4,4000	-1,035
4,4500	-0,090
4,5000	0,533
4,5500	-1,195
4,6000	0,390
4,6500	0,093
4,7000	-1,120
4,7500	0,721
4,8000	-0,419
4,8500	-0,815
4,9000	0,826
4,9500	-0,867
5,0000	-0,350
5,0500	0,688
5,1000	-1,145
5,1500	0,159
5,2000	0,328
5,2500	-1,191
5,3000	0,581
5,3500	-0,160
5,4000	-0,990
5,4500	0,807
5,5000	-0,663
5,5500	-0,592
5,6000	0,787
5,6500	-1,038
5,7000	-0,080
5,7500	0,528
5,8000	-1,197
5,8500	0,399
5,9000	0,079
5,9500	-1,115
6,0000	0,730
6,0500	-0,434
6,1000	-0,800
6,1500	0,826
6,2000	-0,881
6,2500	-0,333
6,3000	0,679
6,3500	-1,150
6,4000	0,179
6,4500	0,311
6,5000	-1,188
6,5500	0,594
6,6000	-0,185
6,6500	-0,979
6,7000	0,812
6,7500	-0,679
6,8000	-0,573
6,8500	0,782
6,9000	-1,046
6,9500	-0,069
7,0000	0,520
7,0500	-1,197
7,1000	0,405
7,1500	0,077
7,2000	-1,114
7,2500	0,727
7,3000	-0,434
7,3500	-0,804
7,4000	0,825
7,4500	-0,875
7,5000	-0,339
7,5500	0,683
7,6000	-1,148
7,6500	0,168
7,7000	0,320
7,7500	-1,191
7,8000	0,586
7,8500	-0,168
7,9000	-0,988
7,9500	0,807
8,0000	-0,664
8,0500	-0,591
8,1000	0,787
8,1500	-1,037
8,2000	-0,083
8,2500	0,531
8,3000	-1,197
8,3500	0,393
8,4000	0,086
8,4500	-1,120
8,5000	0,724
8,5500	-0,421
8,6000	-0,812
8,6500	0,826
8,7000	-0,867
8,7500	-0,353
8,8000	0,690
8,8500	-1,144
8,9000	0,154
8,9500	0,338
9,0000	-1,192
9,0500	0,570
9,1000	-0,146
9,1500	-1,004
9,2000	0,803
9,2500	-0,636
9,3000	-0,620
9,3500	0,796
9,4000	-1,015
9,4500	-0,130
9,5000	0,564
9,5500	-1,192
9,6000	0,347
9,6500	0,148
9,7000	-1,142
9,7500	0,691
9,8000	-0,352
9,8500	-0,870
9,9000	0,825
9,9500	-0,803
10,0000	-0,437
10,0500	0,732
10,1000	-1,109
10,1500	0,057
10,2000	0,421
10,2500	-1,202
10,3000	0,493
10,3500	-0,028
10,4000	-1,068
10,4500	0,767
10,5000	-0,523
10,5500	-0,735
10,6000	0,820
10,6500	-0,928
10,7000	-0,267
10,7500	0,649
10,8000	-1,166
10,8500	0,218
10,9000	0,280
10,9500	-1,183
11,0000	0,609
11,0500	-0,198
11,1000	-0,974
11,1500	0,811
11,2000	-0,674
11,2500	-0,589
11,3000	0,789
11,3500	-1,030
11,4000	-0,104
11,4500	0,550
11,5000	-1,194
11,5500	0,358
11,6000	0,134
11,6500	-1,139
11,7000	0,696
11,7500	-0,353
11,8000	-0,869
11,8500	0,826
11,9000	-0,801
11,9500	-0,445
12,0000	0,735
12,0500	-1,104
12,1000	0,049
12,1500	0,432
12,2000	-1,200
12,2500	0,481
12,3000	-0,017
12,3500	-1,076
12,4000	0,760
12,4500	-0,506
12,5000	-0,745
12,5500	0,822
12,6000	-0,919
12,6500	-0,284
12,7000	0,657
12,7500	-1,161
12,8000	0,206
12,8500	0,295
12,9000	-1,184
12,9500	0,598
13,0000	-0,182
13,0500	-0,986
13,1000	0,807
13,1500	-0,655
13,2000	-0,603
13,2500	0,795
13,3000	-1,021
13,3500	-0,123
13,4000	0,561
13,4500	-1,192
13,5000	0,347
13,5500	0,149
13,6000	-1,144
13,6500	0,688
13,7000	-0,339
13,7500	-0,881
13,8000	0,826
13,8500	-0,787
13,9000	-0,457
13,9500	0,741
14,0000	-1,098
14,0500	0,033
14,1000	0,443
14,1500	-1,202
14,2000	0,471
14,2500	-0,002
14,3000	-1,082
14,3500	0,756
14,4000	-0,493
14,4500	-0,760
14,5000	0,825
14,5500	-0,906
14,6000	-0,300
14,6500	0,668
14,7000	-1,156
14,7500	0,188
14,8000	0,308
14,8500	-1,188
14,9000	0,589
14,9500	-0,167
15,0000	-0,993
15,0500	0,804
15,1000	-0,646
15,1500	-0,614
15,2000	0,796
15,2500	-1,015
15,3000	-0,129
15,3500	0,565
15,4000	-1,192
15,4500	0,339
15,5000	0,154
15,5500	-1,144
15,6000	0,686
15,6500	-0,336
15,7000	-0,881
15,7500	0,826
15,8000	-0,789
15,8500	-0,459
15,9000	0,740
15,9500	-1,100
16,0000	0,038
16,0500	0,441
16,1000	-1,202
16,1500	0,474
16,2000	-0,009
16,2500	-1,081
16,3000	0,759
16,3500	-0,500
16,4000	-0,752
16,4500	0,823
16,5000	-0,914
16,5500	-0,294
16,6000	0,661
16,6500	-1,156
16,7000	0,196
16,7500	0,302
16,8000	-1,184
16,8500	0,594
16,9000	-0,178
16,9500	-0,988
17,0000	0,807
17,0500	-0,655
17,1000	-0,605
17,1500	0,793
17,2000	-1,021
17,2500	-0,124
17,3000	0,558
17,3500	-1,194
17,4000	0,349
17,4500	0,148
17,5000	-1,142
17,5500	0,688
17,6000	-0,347
17,6500	-0,877
17,7000	0,825
17,7500	-0,795
17,8000	-0,446
17,8500	0,737
17,9000	-1,106
17,9500	0,047
18,0000	0,429
18,0500	-1,202
18,1000	0,485
18,1500	-0,020
18,2000	-1,073
18,2500	0,763
18,3000	-0,517
18,3500	-0,740
18,4000	0,820
18,4500	-0,925
18,5000	-0,270
18,5500	0,650
18,6000	-1,164
18,6500	0,218
18,7000	0,276
18,7500	-1,181
18,8000	0,613
18,8500	-0,206
18,9000	-0,968
18,9500	0,812
19,0000	-0,688
19,0500	-0,573
19,1000	0,782
19,1500	-1,043
19,2000	-0,075
19,2500	0,526
19,3000	-1,197
19,3500	0,390
19,4000	0,093
19,4500	-1,123
19,5000	0,716
19,5500	-0,404
19,6000	-0,828
