#Winkelposition, Messreihe #1
#Zeit ( s )	Winkelposition ( rad )
0,0000	1,638
0,0010	1,654
0,0020	1,671
0,0030	1,690
0,0040	1,707
0,0050	1,723
0,0060	1,740
0,0070	1,756
0,0080	1,770
0,0090	1,784
0,0100	1,799
0,0110	1,813
0,0120	1,827
0,0130	1,839
0,0140	1,852
0,0150	1,863
0,0160	1,874
0,0170	1,883
0,0180	1,893
0,0190	1,902
0,0200	1,912
0,0210	1,921
0,0220	1,929
0,0230	1,937
0,0240	1,943
0,0250	1,948
0,0260	1,954
0,0270	1,959
0,0280	1,963
0,0290	1,967
0,0300	1,971
0,0310	1,974
0,0320	1,976
0,0330	1,979
0,0340	1,979
0,0350	1,981
0,0360	1,981
0,0370	1,981
0,0380	1,981
0,0390	1,981
0,0400	1,979
0,0410	1,979
0,0420	1,976
0,0430	1,973
0,0440	1,970
0,0450	1,965
0,0460	1,960
0,0470	1,956
0,0480	1,949
0,0490	1,943
0,0500	1,937
0,0510	1,929
0,0520	1,921
0,0530	1,913
0,0540	1,905
0,0550	1,896
0,0560	1,887
0,0570	1,877
0,0580	1,866
0,0590	1,854
0,0600	1,843
0,0610	1,828
0,0620	1,816
0,0630	1,802
0,0640	1,788
0,0650	1,773
0,0660	1,758
0,0670	1,744
0,0680	1,728
0,0690	1,712
0,0700	1,695
0,0710	1,676
0,0720	1,659
0,0730	1,640
0,0740	1,621
0,0750	1,601
0,0760	1,580
0,0770	1,560
0,0780	1,539
0,0790	1,519
0,0800	1,497
0,0810	1,475
0,0820	1,453
0,0830	1,429
0,0840	1,406
0,0850	1,382
0,0860	1,359
0,0870	1,334
0,0880	1,310
0,0890	1,285
0,0900	1,260
0,0910	1,235
0,0920	1,208
0,0930	1,181
0,0940	1,156
0,0950	1,128
0,0960	1,101
0,0970	1,074
0,0980	1,048
0,0990	1,021
0,1000	0,993
0,1010	0,968
0,1020	0,941
0,1030	0,913
0,1040	0,886
0,1050	0,858
0,1060	0,829
0,1070	0,803
0,1080	0,774
0,1090	0,748
0,1100	0,723
0,1110	0,696
0,1120	0,669
0,1130	0,644
0,1140	0,617
0,1150	0,592
0,1160	0,567
0,1170	0,542
0,1180	0,517
0,1190	0,493
0,1200	0,468
0,1210	0,445
0,1220	0,423
0,1230	0,399
0,1240	0,377
0,1250	0,355
0,1260	0,333
0,1270	0,313
0,1280	0,292
0,1290	0,273
0,1300	0,254
0,1310	0,236
0,1320	0,217
0,1330	0,199
0,1340	0,181
0,1350	0,163
0,1360	0,148
0,1370	0,134
0,1380	0,119
0,1390	0,105
0,1400	0,093
0,1410	0,079
0,1420	0,068
0,1430	0,055
0,1440	0,046
0,1450	0,035
0,1460	0,025
0,1470	0,017
0,1480	0,009
0,1490	0,002
0,1500	-0,005
0,1510	-0,011
0,1520	-0,016
0,1530	-0,020
0,1540	-0,024
0,1550	-0,027
0,1560	-0,028
0,1570	-0,030
0,1580	-0,031
0,1590	-0,031
0,1600	-0,031
0,1610	-0,031
0,1620	-0,030
0,1630	-0,028
0,1640	-0,025
0,1650	-0,020
0,1660	-0,016
0,1670	-0,011
0,1680	-0,005
0,1690	0,002
0,1700	0,008
0,1710	0,016
0,1720	0,025
0,1730	0,035
0,1740	0,046
0,1750	0,057
0,1760	0,068
0,1770	0,079
0,1780	0,091
0,1790	0,104
0,1800	0,118
0,1810	0,132
0,1820	0,146
0,1830	0,162
0,1840	0,179
0,1850	0,196
0,1860	0,214
0,1870	0,231
0,1880	0,248
0,1890	0,267
0,1900	0,287
0,1910	0,308
0,1920	0,327
0,1930	0,347
0,1940	0,368
0,1950	0,390
0,1960	0,412
0,1970	0,434
0,1980	0,457
0,1990	0,481
0,2000	0,504
0,2010	0,528
0,2020	0,553
0,2030	0,576
0,2040	0,602
0,2050	0,625
0,2060	0,650
0,2070	0,675
0,2080	0,702
0,2090	0,729
0,2100	0,754
0,2110	0,781
0,2120	0,807
0,2130	0,834
0,2140	0,861
0,2150	0,888
0,2160	0,913
0,2170	0,941
0,2180	0,968
0,2190	0,996
0,2200	1,023
0,2210	1,049
0,2220	1,074
0,2230	1,100
0,2240	1,126
0,2250	1,151
0,2260	1,178
0,2270	1,205
0,2280	1,230
0,2290	1,257
0,2300	1,282
0,2310	1,307
0,2320	1,330
0,2330	1,354
0,2340	1,378
0,2350	1,401
0,2360	1,425
0,2370	1,448
0,2380	1,470
0,2390	1,494
0,2400	1,516
0,2410	1,536
0,2420	1,558
0,2430	1,579
0,2440	1,598
0,2450	1,618
0,2460	1,637
0,2470	1,656
0,2480	1,674
0,2490	1,692
0,2500	1,709
0,2510	1,725
0,2520	1,742
0,2530	1,756
0,2540	1,772
0,2550	1,786
0,2560	1,800
0,2570	1,814
0,2580	1,828
0,2590	1,841
0,2600	1,854
0,2610	1,865
0,2620	1,876
0,2630	1,885
0,2640	1,894
0,2650	1,904
0,2660	1,913
0,2670	1,921
0,2680	1,929
0,2690	1,937
0,2700	1,943
0,2710	1,949
0,2720	1,954
0,2730	1,959
0,2740	1,963
0,2750	1,968
0,2760	1,971
0,2770	1,974
0,2780	1,978
0,2790	1,979
0,2800	1,981
0,2810	1,981
0,2820	1,981
0,2830	1,981
0,2840	1,981
0,2850	1,981
0,2860	1,979
0,2870	1,978
0,2880	1,976
0,2890	1,973
0,2900	1,968
0,2910	1,963
0,2920	1,960
0,2930	1,956
0,2940	1,949
0,2950	1,943
0,2960	1,937
0,2970	1,929
0,2980	1,921
0,2990	1,912
0,3000	1,904
0,3010	1,896
0,3020	1,887
0,3030	1,876
0,3040	1,865
0,3050	1,854
0,3060	1,841
0,3070	1,828
0,3080	1,814
0,3090	1,802
0,3100	1,788
0,3110	1,772
0,3120	1,758
0,3130	1,742
0,3140	1,726
0,3150	1,711
0,3160	1,693
0,3170	1,674
0,3180	1,657
0,3190	1,638
0,3200	1,619
0,3210	1,599
0,3220	1,579
0,3230	1,558
0,3240	1,538
0,3250	1,517
0,3260	1,495
0,3270	1,473
0,3280	1,450
0,3290	1,426
0,3300	1,403
0,3310	1,379
0,3320	1,356
0,3330	1,332
0,3340	1,308
0,3350	1,283
0,3360	1,258
0,3370	1,233
0,3380	1,206
0,3390	1,180
0,3400	1,153
0,3410	1,126
0,3420	1,100
0,3430	1,073
0,3440	1,046
0,3450	1,019
0,3460	0,993
0,3470	0,966
0,3480	0,939
0,3490	0,911
0,3500	0,883
0,3510	0,856
0,3520	0,828
0,3530	0,801
0,3540	0,774
0,3550	0,748
0,3560	0,721
0,3570	0,694
0,3580	0,668
0,3590	0,642
0,3600	0,616
0,3610	0,591
0,3620	0,565
0,3630	0,540
0,3640	0,517
0,3650	0,492
0,3660	0,468
0,3670	0,445
0,3680	0,421
0,3690	0,397
0,3700	0,375
0,3710	0,353
0,3720	0,333
0,3730	0,311
0,3740	0,292
0,3750	0,272
0,3760	0,253
0,3770	0,234
0,3780	0,217
0,3790	0,198
0,3800	0,181
0,3810	0,163
0,3820	0,148
0,3830	0,132
0,3840	0,118
0,3850	0,104
0,3860	0,091
0,3870	0,079
0,3880	0,066
0,3890	0,055
0,3900	0,044
0,3910	0,035
0,3920	0,025
0,3930	0,016
0,3940	0,008
0,3950	0,002
0,3960	-0,005
0,3970	-0,011
0,3980	-0,016
0,3990	-0,019
0,4000	-0,024
0,4010	-0,027
0,4020	-0,030
0,4030	-0,031
0,4040	-0,031
0,4050	-0,031
0,4060	-0,031
0,4070	-0,031
0,4080	-0,030
0,4090	-0,028
0,4100	-0,025
0,4110	-0,020
0,4120	-0,016
0,4130	-0,011
0,4140	-0,005
0,4150	0,002
0,4160	0,009
0,4170	0,017
0,4180	0,025
0,4190	0,036
0,4200	0,046
0,4210	0,057
0,4220	0,068
0,4230	0,079
0,4240	0,091
0,4250	0,105
0,4260	0,119
0,4270	0,134
0,4280	0,148
0,4290	0,163
0,4300	0,179
0,4310	0,196
0,4320	0,214
0,4330	0,231
0,4340	0,250
0,4350	0,270
0,4360	0,289
0,4370	0,308
0,4380	0,328
0,4390	0,347
0,4400	0,369
0,4410	0,390
0,4420	0,413
0,4430	0,435
0,4440	0,459
0,4450	0,482
0,4460	0,506
0,4470	0,529
0,4480	0,553
0,4490	0,578
0,4500	0,602
0,4510	0,627
0,4520	0,652
0,4530	0,677
0,4540	0,704
0,4550	0,730
