#Winkelposition, Messreihe #2
#Zeit ( s )	Winkelposition ( rad )
0,0000	0,875
0,0010	0,892
0,0020	0,914
0,0030	0,936
0,0040	0,957
0,0050	0,977
0,0060	0,999
0,0070	1,019
0,0080	1,040
0,0090	1,060
0,0100	1,081
0,0110	1,101
0,0120	1,123
0,0130	1,144
0,0140	1,164
0,0150	1,184
0,0160	1,203
0,0170	1,224
0,0180	1,244
0,0190	1,264
0,0200	1,283
0,0210	1,304
0,0220	1,323
0,0230	1,340
0,0240	1,359
0,0250	1,378
0,0260	1,395
0,0270	1,414
0,0280	1,433
0,0290	1,450
0,0300	1,467
0,0310	1,484
0,0320	1,502
0,0330	1,519
0,0340	1,535
0,0350	1,550
0,0360	1,566
0,0370	1,582
0,0380	1,598
0,0390	1,613
0,0400	1,627
0,0410	1,643
0,0420	1,656
0,0430	1,670
0,0440	1,682
0,0450	1,696
0,0460	1,709
0,0470	1,722
0,0480	1,734
0,0490	1,745
0,0500	1,758
0,0510	1,769
0,0520	1,781
0,0530	1,792
0,0540	1,803
0,0550	1,813
0,0560	1,822
0,0570	1,832
0,0580	1,841
0,0590	1,850
0,0600	1,860
0,0610	1,869
0,0620	1,877
0,0630	1,885
0,0640	1,893
0,0650	1,899
0,0660	1,905
0,0670	1,913
0,0680	1,920
0,0690	1,924
0,0700	1,931
0,0710	1,937
0,0720	1,942
0,0730	1,946
0,0740	1,951
0,0750	1,956
0,0760	1,960
0,0770	1,965
0,0780	1,968
0,0790	1,971
0,0800	1,974
0,0810	1,978
0,0820	1,981
0,0830	1,982
0,0840	1,985
0,0850	1,987
0,0860	1,989
0,0870	1,990
0,0880	1,992
0,0890	1,993
0,0900	1,995
0,0910	1,995
0,0920	1,996
0,0930	1,996
0,0940	1,996
0,0950	1,996
0,0960	1,996
0,0970	1,996
0,0980	1,995
0,0990	1,995
0,1000	1,993
0,1010	1,992
0,1020	1,990
0,1030	1,987
0,1040	1,984
0,1050	1,982
0,1060	1,979
0,1070	1,978
0,1080	1,974
0,1090	1,971
0,1100	1,968
0,1110	1,963
0,1120	1,959
0,1130	1,954
0,1140	1,948
0,1150	1,943
0,1160	1,940
0,1170	1,935
0,1180	1,931
0,1190	1,924
0,1200	1,918
0,1210	1,910
0,1220	1,904
0,1230	1,896
0,1240	1,888
0,1250	1,882
0,1260	1,874
0,1270	1,866
0,1280	1,857
0,1290	1,849
0,1300	1,839
0,1310	1,830
0,1320	1,821
0,1330	1,810
0,1340	1,800
0,1350	1,789
0,1360	1,778
0,1370	1,767
0,1380	1,756
0,1390	1,744
0,1400	1,731
0,1410	1,720
0,1420	1,706
0,1430	1,693
0,1440	1,681
0,1450	1,667
0,1460	1,654
0,1470	1,640
0,1480	1,626
0,1490	1,612
0,1500	1,596
0,1510	1,580
0,1520	1,565
0,1530	1,547
0,1540	1,532
0,1550	1,516
0,1560	1,499
0,1570	1,481
0,1580	1,464
0,1590	1,447
0,1600	1,428
0,1610	1,411
0,1620	1,392
0,1630	1,373
0,1640	1,354
0,1650	1,335
0,1660	1,315
0,1670	1,296
0,1680	1,275
0,1690	1,255
0,1700	1,235
0,1710	1,214
0,1720	1,194
0,1730	1,173
0,1740	1,153
