#Winkelposition, Messreihe #1
#Zeit ( s )	Winkelposition ( rad )
0,0000	-0,064
0,0010	-0,071
0,0020	-0,077
0,0030	-0,085
0,0040	-0,093
0,0050	-0,099
0,0060	-0,107
0,0070	-0,115
0,0080	-0,123
0,0090	-0,132
0,0100	-0,141
0,0110	-0,151
0,0120	-0,160
0,0130	-0,170
0,0140	-0,179
0,0150	-0,188
0,0160	-0,199
0,0170	-0,210
0,0180	-0,220
0,0190	-0,231
0,0200	-0,242
0,0210	-0,254
0,0220	-0,265
0,0230	-0,276
0,0240	-0,289
0,0250	-0,302
0,0260	-0,313
0,0270	-0,325
0,0280	-0,339
0,0290	-0,352
0,0300	-0,366
0,0310	-0,380
0,0320	-0,394
0,0330	-0,408
0,0340	-0,423
0,0350	-0,438
0,0360	-0,452
0,0370	-0,468
0,0380	-0,484
0,0390	-0,500
0,0400	-0,515
0,0410	-0,531
0,0420	-0,548
0,0430	-0,564
0,0440	-0,581
0,0450	-0,598
0,0460	-0,616
0,0470	-0,633
0,0480	-0,650
0,0490	-0,668
0,0500	-0,686
0,0510	-0,704
0,0520	-0,723
0,0530	-0,741
0,0540	-0,760
0,0550	-0,779
0,0560	-0,798
0,0570	-0,817
0,0580	-0,836
0,0590	-0,855
0,0600	-0,873
0,0610	-0,892
0,0620	-0,913
0,0630	-0,931
0,0640	-0,952
0,0650	-0,971
0,0660	-0,991
0,0670	-1,010
0,0680	-1,030
0,0690	-1,051
0,0700	-1,070
0,0710	-1,090
0,0720	-1,111
0,0730	-1,129
0,0740	-1,150
0,0750	-1,169
0,0760	-1,188
0,0770	-1,208
0,0780	-1,227
0,0790	-1,246
0,0800	-1,266
0,0810	-1,285
0,0820	-1,304
0,0830	-1,323
0,0840	-1,340
0,0850	-1,359
0,0860	-1,376
0,0870	-1,395
0,0880	-1,414
0,0890	-1,431
0,0900	-1,448
0,0910	-1,466
0,0920	-1,483
0,0930	-1,500
0,0940	-1,516
0,0950	-1,533
0,0960	-1,549
0,0970	-1,565
0,0980	-1,580
0,0990	-1,596
0,1000	-1,612
0,1010	-1,626
0,1020	-1,640
0,1030	-1,654
0,1040	-1,668
0,1050	-1,682
0,1060	-1,695
0,1070	-1,707
0,1080	-1,722
0,1090	-1,734
0,1100	-1,745
0,1110	-1,758
0,1120	-1,769
0,1130	-1,780
0,1140	-1,789
0,1150	-1,800
0,1160	-1,810
0,1170	-1,821
0,1180	-1,830
0,1190	-1,838
0,1200	-1,847
0,1210	-1,855
0,1220	-1,863
0,1230	-1,869
0,1240	-1,876
0,1250	-1,882
0,1260	-1,888
0,1270	-1,894
0,1280	-1,901
0,1290	-1,907
0,1300	-1,912
0,1310	-1,915
0,1320	-1,920
0,1330	-1,923
0,1340	-1,927
0,1350	-1,929
0,1360	-1,932
0,1370	-1,934
0,1380	-1,937
0,1390	-1,937
0,1400	-1,938
0,1410	-1,940
0,1420	-1,940
0,1430	-1,940
0,1440	-1,940
0,1450	-1,938
0,1460	-1,938
0,1470	-1,937
0,1480	-1,935
0,1490	-1,932
0,1500	-1,931
0,1510	-1,927
0,1520	-1,924
0,1530	-1,921
0,1540	-1,916
0,1550	-1,913
0,1560	-1,909
0,1570	-1,902
0,1580	-1,898
0,1590	-1,891
0,1600	-1,885
0,1610	-1,879
0,1620	-1,872
0,1630	-1,865
0,1640	-1,858
0,1650	-1,850
0,1660	-1,841
0,1670	-1,833
0,1680	-1,824
0,1690	-1,814
0,1700	-1,805
0,1710	-1,795
0,1720	-1,786
0,1730	-1,775
0,1740	-1,764
0,1750	-1,755
0,1760	-1,742
0,1770	-1,731
0,1780	-1,718
0,1790	-1,706
0,1800	-1,693
0,1810	-1,681
0,1820	-1,668
0,1830	-1,654
0,1840	-1,641
0,1850	-1,627
0,1860	-1,613
0,1870	-1,599
0,1880	-1,585
0,1890	-1,571
0,1900	-1,555
0,1910	-1,541
0,1920	-1,525
0,1930	-1,511
0,1940	-1,494
0,1950	-1,478
0,1960	-1,461
0,1970	-1,445
0,1980	-1,429
0,1990	-1,412
0,2000	-1,395
0,2010	-1,379
0,2020	-1,362
0,2030	-1,343
0,2040	-1,326
0,2050	-1,307
0,2060	-1,290
0,2070	-1,272
0,2080	-1,255
0,2090	-1,238
0,2100	-1,219
0,2110	-1,202
0,2120	-1,183
0,2130	-1,164
0,2140	-1,145
0,2150	-1,126
0,2160	-1,107
0,2170	-1,090
0,2180	-1,071
0,2190	-1,052
0,2200	-1,034
0,2210	-1,015
0,2220	-0,996
0,2230	-0,977
0,2240	-0,960
0,2250	-0,941
0,2260	-0,922
0,2270	-0,903
0,2280	-0,884
0,2290	-0,867
0,2300	-0,848
0,2310	-0,829
0,2320	-0,812
0,2330	-0,793
0,2340	-0,776
0,2350	-0,757
0,2360	-0,740
0,2370	-0,721
0,2380	-0,704
0,2390	-0,685
0,2400	-0,668
0,2410	-0,650
0,2420	-0,633
0,2430	-0,617
0,2440	-0,600
0,2450	-0,584
0,2460	-0,567
0,2470	-0,551
0,2480	-0,536
0,2490	-0,520
0,2500	-0,504
0,2510	-0,489
0,2520	-0,474
0,2530	-0,459
0,2540	-0,443
0,2550	-0,429
0,2560	-0,415
0,2570	-0,399
0,2580	-0,386
0,2590	-0,372
0,2600	-0,358
0,2610	-0,346
0,2620	-0,331
0,2630	-0,319
0,2640	-0,306
0,2650	-0,294
0,2660	-0,281
0,2670	-0,270
0,2680	-0,258
0,2690	-0,247
0,2700	-0,236
0,2710	-0,225
0,2720	-0,214
0,2730	-0,203
0,2740	-0,193
0,2750	-0,182
0,2760	-0,171
0,2770	-0,162
0,2780	-0,152
0,2790	-0,143
0,2800	-0,135
0,2810	-0,127
0,2820	-0,118
0,2830	-0,110
0,2840	-0,101
0,2850	-0,093
0,2860	-0,085
0,2870	-0,077
0,2880	-0,071
0,2890	-0,064
0,2900	-0,057
0,2910	-0,050
0,2920	-0,044
0,2930	-0,038
0,2940	-0,031
0,2950	-0,025
0,2960	-0,020
0,2970	-0,014
0,2980	-0,009
0,2990	-0,005
0,3000	0,002
0,3010	0,005
0,3020	0,009
0,3030	0,014
0,3040	0,017
0,3050	0,022
0,3060	0,025
0,3070	0,028
0,3080	0,033
0,3090	0,036
0,3100	0,039
0,3110	0,041
0,3120	0,044
0,3130	0,047
0,3140	0,050
0,3150	0,052
0,3160	0,055
0,3170	0,057
0,3180	0,058
0,3190	0,060
0,3200	0,063
0,3210	0,064
0,3220	0,064
0,3230	0,066
0,3240	0,068
0,3250	0,069
0,3260	0,069
0,3270	0,071
0,3280	0,071
0,3290	0,071
0,3300	0,071
0,3310	0,071
0,3320	0,071
0,3330	0,071
0,3340	0,071
0,3350	0,071
0,3360	0,071
0,3370	0,071
0,3380	0,071
0,3390	0,069
0,3400	0,069
0,3410	0,068
0,3420	0,066
0,3430	0,066
0,3440	0,064
0,3450	0,063
0,3460	0,061
0,3470	0,058
0,3480	0,057
0,3490	0,053
0,3500	0,052
0,3510	0,049
0,3520	0,047
0,3530	0,044
0,3540	0,041
0,3550	0,039
0,3560	0,036
0,3570	0,033
0,3580	0,028
0,3590	0,025
0,3600	0,022
0,3610	0,017
0,3620	0,014
0,3630	0,009
0,3640	0,005
0,3650	0,000
0,3660	-0,005
0,3670	-0,009
0,3680	-0,016
0,3690	-0,020
0,3700	-0,025
0,3710	-0,031
0,3720	-0,038
0,3730	-0,042
0,3740	-0,049
0,3750	-0,055
0,3760	-0,063
0,3770	-0,069
0,3780	-0,075
0,3790	-0,083
0,3800	-0,091
0,3810	-0,099
0,3820	-0,105
0,3830	-0,115
0,3840	-0,123
0,3850	-0,130
0,3860	-0,140
0,3870	-0,149
0,3880	-0,159
0,3890	-0,168
0,3900	-0,178
0,3910	-0,187
0,3920	-0,196
0,3930	-0,207
0,3940	-0,218
0,3950	-0,229
0,3960	-0,240
0,3970	-0,251
0,3980	-0,264
0,3990	-0,275
0,4000	-0,286
0,4010	-0,298
0,4020	-0,311
0,4030	-0,324
0,4040	-0,336
0,4050	-0,350
0,4060	-0,364
0,4070	-0,379
0,4080	-0,393
0,4090	-0,407
0,4100	-0,421
0,4110	-0,435
0,4120	-0,449
0,4130	-0,465
0,4140	-0,481
0,4150	-0,496
0,4160	-0,512
0,4170	-0,528
0,4180	-0,545
0,4190	-0,561
0,4200	-0,578
0,4210	-0,595
0,4220	-0,613
0,4230	-0,630
0,4240	-0,647
0,4250	-0,664
0,4260	-0,683
