#FFT von Winkelposition, Daten
#Frequenz ( Hz )	Relative Amplitude (  )
0,0000	0,194
1,9531	0,302
3,9062	1,000
5,8594	0,422
7,8125	0,166
9,7656	0,069
11,7187	0,058
13,6719	0,037
15,6250	0,037
17,5781	0,031
19,5312	0,027
21,4844	0,024
23,4375	0,022
25,3906	0,020
27,3437	0,018
29,2969	0,017
31,2500	0,016
33,2031	0,014
35,1562	0,014
37,1094	0,013
39,0625	0,012
41,0156	0,011
42,9687	0,011
44,9219	0,010
46,8750	0,010
48,8281	0,010
50,7812	0,009
52,7344	0,009
54,6875	0,008
56,6406	0,008
58,5937	0,008
60,5469	0,008
62,5000	0,007
64,4531	0,007
66,4062	0,007
68,3594	0,007
70,3125	0,006
72,2656	0,006
74,2187	0,006
76,1719	0,006
78,1250	0,006
80,0781	0,006
82,0312	0,006
83,9844	0,005
85,9375	0,005
87,8906	0,005
89,8437	0,005
91,7969	0,005
93,7500	0,005
95,7031	0,005
97,6562	0,005
99,6094	0,004
101,5625	0,004
103,5156	0,004
105,4687	0,004
107,4219	0,004
109,3750	0,004
111,3281	0,004
113,2812	0,004
115,2344	0,004
117,1875	0,004
119,1406	0,004
121,0937	0,004
123,0469	0,004
125,0000	0,004
126,9531	0,003
128,9062	0,003
130,8594	0,003
132,8125	0,003
134,7656	0,003
136,7187	0,003
138,6719	0,003
140,6250	0,003
142,5781	0,003
144,5312	0,003
146,4844	0,003
148,4375	0,003
150,3906	0,003
152,3437	0,003
154,2969	0,003
156,2500	0,003
158,2031	0,003
160,1562	0,003
162,1094	0,003
164,0625	0,003
166,0156	0,003
167,9687	0,003
169,9219	0,003
171,8750	0,003
173,8281	0,003
175,7812	0,002
177,7344	0,002
179,6875	0,002
181,6406	0,002
183,5937	0,002
185,5469	0,002
187,5000	0,002
189,4531	0,002
191,4062	0,002
193,3594	0,002
195,3125	0,002
197,2656	0,002
199,2187	0,002
201,1719	0,002
203,1250	0,002
205,0781	0,002
207,0312	0,002
208,9844	0,002
210,9375	0,002
212,8906	0,002
214,8437	0,002
216,7969	0,002
218,7500	0,002
220,7031	0,002
222,6562	0,002
224,6094	0,002
226,5625	0,002
228,5156	0,002
230,4687	0,002
232,4219	0,002
234,3750	0,002
236,3281	0,002
238,2812	0,002
240,2344	0,002
242,1875	0,002
244,1406	0,002
246,0937	0,002
248,0469	0,002
250,0000	0,002
251,9531	0,002
253,9062	0,002
255,8594	0,002
257,8125	0,002
259,7656	0,002
261,7187	0,002
263,6719	0,002
265,6250	0,002
267,5781	0,002
269,5312	0,002
271,4844	0,002
273,4375	0,002
275,3906	0,002
277,3437	0,002
279,2969	0,002
281,2500	0,002
283,2031	0,002
285,1562	0,002
287,1094	0,002
289,0625	0,001
291,0156	0,001
292,9687	0,002
294,9219	0,001
296,8750	0,001
298,8281	0,001
300,7812	0,001
302,7344	0,001
304,6875	0,001
306,6406	0,001
308,5937	0,001
310,5469	0,001
312,5000	0,001
314,4531	0,001
316,4062	0,001
318,3594	0,001
320,3125	0,001
322,2656	0,001
324,2187	0,001
326,1719	0,001
328,1250	0,001
330,0781	0,001
332,0312	0,001
333,9844	0,001
335,9375	0,001
337,8906	0,001
339,8437	0,001
341,7969	0,001
343,7500	0,001
345,7031	0,001
347,6562	0,001
349,6094	0,001
351,5625	0,001
353,5156	0,001
355,4687	0,001
357,4219	0,001
359,3750	0,001
361,3281	0,001
363,2812	0,001
365,2344	0,001
367,1875	0,001
369,1406	0,001
371,0937	0,001
373,0469	0,001
375,0000	0,001
376,9531	0,001
378,9062	0,001
380,8594	0,001
382,8125	0,001
384,7656	0,001
386,7187	0,001
388,6719	0,001
390,6250	0,001
392,5781	0,001
394,5312	0,001
396,4844	0,001
398,4375	0,001
400,3906	0,001
402,3437	0,001
404,2969	0,001
406,2500	0,001
408,2031	0,001
410,1562	0,001
412,1094	0,001
414,0625	0,001
416,0156	0,001
417,9687	0,001
419,9219	0,001
421,8750	0,001
423,8281	0,001
425,7812	0,001
427,7344	0,001
429,6875	0,001
431,6406	0,001
433,5937	0,001
435,5469	0,001
437,5000	0,001
439,4531	0,001
441,4062	0,001
443,3594	0,001
445,3125	0,001
447,2656	0,001
449,2187	0,001
451,1719	0,001
453,1250	0,001
455,0781	0,001
457,0312	0,001
458,9844	0,001
460,9375	0,001
462,8906	0,001
464,8437	0,001
466,7969	0,001
468,7500	0,001
470,7031	0,001
472,6562	0,001
474,6094	0,001
476,5625	0,001
478,5156	0,001
480,4687	0,001
482,4219	0,001
484,3750	0,001
486,3281	0,001
488,2812	0,001
490,2344	0,001
492,1875	0,001
494,1406	0,001
496,0937	0,001
498,0469	0,001
