#FFT von Winkelposition, Daten
#Frequenz ( Hz )	Relative Amplitude (  )
0,0000	0,931
1,9531	0,042
3,9063	0,082
5,8594	1,000
7,8125	0,071
9,7656	0,039
11,7188	0,021
13,6719	0,020
15,6250	0,017
17,5781	0,012
19,5313	0,012
21,4844	0,010
23,4375	0,010
25,3906	0,009
27,3438	0,008
29,2969	0,008
31,2500	0,007
33,2031	0,006
35,1563	0,007
37,1094	0,006
39,0625	0,006
41,0156	0,005
42,9688	0,005
44,9219	0,005
46,8750	0,005
48,8281	0,005
50,7813	0,005
52,7344	0,004
54,6875	0,004
56,6406	0,004
58,5938	0,004
60,5469	0,004
62,5000	0,003
64,4531	0,003
66,4063	0,003
68,3594	0,003
70,3125	0,003
72,2656	0,003
74,2188	0,003
76,1719	0,003
78,1250	0,003
80,0781	0,003
82,0313	0,003
83,9844	0,003
85,9375	0,002
87,8906	0,002
89,8438	0,002
91,7969	0,002
93,7500	0,002
95,7031	0,002
97,6563	0,002
99,6094	0,002
101,5625	0,002
103,5156	0,003
105,4688	0,002
107,4219	0,002
109,3750	0,002
111,3281	0,002
113,2813	0,002
115,2344	0,002
117,1875	0,002
119,1406	0,002
121,0938	0,002
123,0469	0,002
125,0000	0,002
126,9531	0,002
128,9063	0,002
130,8594	0,002
132,8125	0,002
134,7656	0,002
136,7188	0,002
138,6719	0,002
140,6250	0,002
142,5781	0,002
144,5313	0,002
146,4844	0,002
148,4375	0,002
150,3906	0,002
152,3438	0,002
154,2969	0,001
156,2500	0,001
158,2031	0,001
160,1563	0,001
162,1094	0,001
164,0625	0,001
166,0156	0,001
167,9688	0,001
169,9219	0,001
171,8750	0,001
173,8281	0,001
175,7813	0,001
177,7344	0,001
179,6875	0,001
181,6406	0,001
183,5938	0,001
185,5469	0,001
187,5000	0,001
189,4531	0,001
191,4063	0,001
193,3594	0,001
195,3125	0,001
197,2656	0,001
199,2188	0,001
201,1719	0,001
203,1250	0,001
205,0781	0,001
207,0313	0,001
208,9844	0,001
210,9375	0,001
212,8906	0,001
214,8438	0,001
216,7969	0,001
218,7500	0,001
220,7031	0,001
222,6563	0,001
224,6094	0,001
226,5625	0,001
228,5156	0,001
230,4688	0,001
232,4219	0,001
234,3750	0,001
236,3281	0,001
238,2813	0,001
240,2344	0,001
242,1875	0,001
244,1406	0,001
246,0938	0,001
248,0469	0,001
250,0000	0,001
251,9531	0,001
253,9063	0,001
255,8594	0,001
257,8125	0,001
259,7656	9,967E-4
261,7188	0,001
263,6719	0,001
265,6250	0,001
267,5781	0,001
269,5313	0,001
271,4844	0,001
273,4375	9,880E-4
275,3906	0,001
277,3438	0,001
279,2969	0,001
281,2500	0,001
283,2031	9,538E-4
285,1563	0,001
287,1094	0,001
289,0625	9,960E-4
291,0156	0,001
292,9688	0,001
294,9219	9,888E-4
296,8750	0,001
298,8281	9,903E-4
300,7813	0,001
302,7344	0,001
304,6875	0,001
306,6406	9,578E-4
308,5938	9,705E-4
310,5469	9,464E-4
312,5000	9,972E-4
314,4531	0,001
316,4063	9,330E-4
318,3594	9,807E-4
320,3125	9,106E-4
322,2656	9,091E-4
324,2188	9,730E-4
326,1719	9,651E-4
328,1250	9,291E-4
330,0781	9,038E-4
332,0313	9,285E-4
333,9844	9,080E-4
335,9375	9,379E-4
337,8906	9,541E-4
339,8438	9,302E-4
341,7969	9,461E-4
343,7500	9,606E-4
345,7031	9,672E-4
347,6563	9,657E-4
349,6094	9,628E-4
351,5625	9,415E-4
353,5156	9,368E-4
355,4688	9,066E-4
357,4219	8,980E-4
359,3750	9,682E-4
361,3281	8,780E-4
363,2813	9,560E-4
365,2344	8,936E-4
367,1875	8,875E-4
369,1406	9,159E-4
371,0938	8,897E-4
373,0469	9,271E-4
375,0000	8,543E-4
376,9531	9,041E-4
378,9063	8,918E-4
380,8594	9,210E-4
382,8125	9,281E-4
384,7656	9,203E-4
386,7188	8,936E-4
388,6719	9,195E-4
390,6250	9,031E-4
392,5781	9,391E-4
394,5313	9,064E-4
396,4844	9,066E-4
398,4375	9,019E-4
400,3906	9,153E-4
402,3438	8,600E-4
404,2969	8,910E-4
406,2500	8,858E-4
408,2031	9,333E-4
410,1563	8,641E-4
412,1094	8,718E-4
414,0625	8,728E-4
416,0156	9,032E-4
417,9688	8,241E-4
419,9219	8,789E-4
421,8750	9,349E-4
423,8281	9,000E-4
425,7813	8,615E-4
427,7344	8,832E-4
429,6875	8,999E-4
431,6406	9,380E-4
433,5938	8,813E-4
435,5469	8,944E-4
437,5000	8,798E-4
439,4531	8,564E-4
441,4063	8,814E-4
443,3594	8,905E-4
445,3125	8,857E-4
447,2656	8,540E-4
449,2188	8,853E-4
451,1719	8,781E-4
453,1250	9,236E-4
455,0781	9,110E-4
457,0313	8,810E-4
458,9844	8,307E-4
460,9375	9,098E-4
462,8906	7,861E-4
464,8438	8,819E-4
466,7969	8,280E-4
468,7500	8,638E-4
470,7031	8,819E-4
472,6563	8,598E-4
474,6094	8,606E-4
476,5625	8,769E-4
478,5156	9,009E-4
480,4688	8,722E-4
482,4219	8,730E-4
484,3750	8,823E-4
486,3281	8,444E-4
488,2813	8,655E-4
490,2344	8,883E-4
492,1875	8,570E-4
494,1406	8,761E-4
496,0938	8,863E-4
498,0469	8,867E-4
