#Winkelposition, Messreihe #3
#Zeit ( s )	Winkelposition ( rad )
0,0000	-1,390
0,0010	-1,392
0,0020	-1,395
0,0030	-1,398
0,0040	-1,400
0,0050	-1,401
0,0060	-1,403
0,0070	-1,403
0,0080	-1,403
0,0090	-1,403
0,0100	-1,403
0,0110	-1,401
0,0120	-1,400
0,0130	-1,396
0,0140	-1,392
0,0150	-1,389
0,0160	-1,384
0,0170	-1,379
0,0180	-1,374
0,0190	-1,370
0,0200	-1,363
0,0210	-1,356
0,0220	-1,348
0,0230	-1,340
0,0240	-1,330
0,0250	-1,321
0,0260	-1,312
0,0270	-1,302
0,0280	-1,291
0,0290	-1,280
0,0300	-1,269
0,0310	-1,257
0,0320	-1,244
0,0330	-1,232
0,0340	-1,217
0,0350	-1,203
0,0360	-1,191
0,0370	-1,175
0,0380	-1,161
0,0390	-1,145
0,0400	-1,128
0,0410	-1,112
0,0420	-1,095
0,0430	-1,078
0,0440	-1,060
0,0450	-1,043
0,0460	-1,024
0,0470	-1,005
0,0480	-0,986
0,0490	-0,968
0,0500	-0,947
0,0510	-0,928
0,0520	-0,908
0,0530	-0,888
0,0540	-0,867
0,0550	-0,845
0,0560	-0,825
0,0570	-0,803
0,0580	-0,781
0,0590	-0,759
0,0600	-0,737
0,0610	-0,713
0,0620	-0,691
0,0630	-0,668
0,0640	-0,646
0,0650	-0,622
0,0660	-0,600
0,0670	-0,576
0,0680	-0,554
0,0690	-0,531
0,0700	-0,507
0,0710	-0,484
0,0720	-0,460
0,0730	-0,437
0,0740	-0,413
0,0750	-0,390
0,0760	-0,366
0,0770	-0,342
0,0780	-0,320
0,0790	-0,297
0,0800	-0,273
0,0810	-0,250
0,0820	-0,228
0,0830	-0,206
0,0840	-0,184
0,0850	-0,160
0,0860	-0,138
0,0870	-0,116
0,0880	-0,094
0,0890	-0,072
0,0900	-0,052
0,0910	-0,031
0,0920	-0,009
0,0930	0,011
0,0940	0,031
0,0950	0,052
0,0960	0,071
0,0970	0,091
0,0980	0,110
0,0990	0,129
0,1000	0,148
0,1010	0,165
0,1020	0,184
0,1030	0,201
0,1040	0,218
0,1050	0,236
0,1060	0,253
0,1070	0,269
0,1080	0,284
0,1090	0,300
0,1100	0,314
0,1110	0,330
0,1120	0,344
0,1130	0,358
0,1140	0,371
0,1150	0,385
0,1160	0,397
0,1170	0,412
0,1180	0,424
0,1190	0,435
0,1200	0,446
0,1210	0,457
0,1220	0,468
0,1230	0,479
0,1240	0,489
0,1250	0,498
0,1260	0,507
0,1270	0,515
0,1280	0,523
0,1290	0,531
0,1300	0,539
0,1310	0,545
0,1320	0,553
0,1330	0,559
0,1340	0,565
0,1350	0,572
0,1360	0,576
0,1370	0,581
0,1380	0,586
0,1390	0,589
0,1400	0,594
0,1410	0,597
0,1420	0,600
0,1430	0,603
0,1440	0,606
0,1450	0,608
0,1460	0,608
0,1470	0,609
0,1480	0,611
0,1490	0,613
0,1500	0,613
0,1510	0,613
0,1520	0,613
0,1530	0,613
0,1540	0,611
0,1550	0,611
0,1560	0,609
0,1570	0,606
0,1580	0,605
0,1590	0,600
0,1600	0,597
0,1610	0,592
0,1620	0,589
0,1630	0,586
0,1640	0,581
0,1650	0,576
0,1660	0,570
0,1670	0,564
0,1680	0,558
0,1690	0,551
0,1700	0,543
0,1710	0,537
0,1720	0,529
0,1730	0,522
0,1740	0,512
0,1750	0,504
0,1760	0,495
0,1770	0,485
0,1780	0,476
0,1790	0,465
0,1800	0,454
0,1810	0,443
0,1820	0,430
0,1830	0,418
0,1840	0,405
0,1850	0,393
0,1860	0,379
0,1870	0,366
0,1880	0,353
0,1890	0,338
0,1900	0,324
0,1910	0,308
0,1920	0,292
0,1930	0,276
0,1940	0,261
0,1950	0,243
0,1960	0,228
0,1970	0,210
0,1980	0,193
0,1990	0,174
0,2000	0,156
0,2010	0,137
0,2020	0,118
0,2030	0,099
0,2040	0,080
0,2050	0,060
0,2060	0,039
0,2070	0,019
0,2080	-0,002
0,2090	-0,024
0,2100	-0,044
0,2110	-0,066
0,2120	-0,086
0,2130	-0,108
