#FFT von Winkelposition, Daten
#Frequenz ( Hz )	Relative Amplitude (  )
0,0000	0,989
1,9531	0,117
3,9063	0,150
5,8594	0,290
7,8125	1,000
9,7656	0,149
11,7188	0,073
13,6719	0,044
15,6250	0,036
17,5781	0,026
19,5313	0,020
21,4844	0,018
23,4375	0,011
25,3906	0,010
27,3438	0,009
29,2969	0,008
31,2500	0,007
33,2031	0,006
35,1563	0,006
37,1094	0,005
39,0625	0,004
41,0156	0,004
42,9688	0,004
44,9219	0,004
46,8750	0,003
48,8281	0,003
50,7813	0,003
52,7344	0,003
54,6875	0,003
56,6406	0,002
58,5938	0,002
60,5469	0,002
62,5000	0,002
64,4531	0,002
66,4063	0,002
68,3594	0,002
70,3125	0,002
72,2656	0,002
74,2188	0,001
76,1719	0,001
78,1250	0,001
80,0781	0,001
82,0313	0,001
83,9844	0,001
85,9375	0,001
87,8906	0,001
89,8438	0,001
91,7969	9,572E-4
93,7500	8,926E-4
95,7031	9,217E-4
97,6563	8,772E-4
99,6094	9,423E-4
101,5625	7,722E-4
103,5156	7,556E-4
105,4688	0,001
107,4219	7,304E-4
109,3750	7,370E-4
111,3281	8,875E-4
113,2813	8,589E-4
115,2344	6,804E-4
117,1875	6,463E-4
119,1406	6,987E-4
121,0938	7,652E-4
123,0469	6,962E-4
125,0000	7,051E-4
126,9531	7,973E-4
128,9063	5,912E-4
130,8594	6,866E-4
132,8125	6,928E-4
134,7656	6,632E-4
136,7188	7,017E-4
138,6719	5,132E-4
140,6250	4,925E-4
142,5781	6,666E-4
144,5313	6,012E-4
146,4844	6,148E-4
148,4375	4,791E-4
150,3906	5,762E-4
152,3438	6,363E-4
154,2969	5,312E-4
156,2500	6,358E-4
158,2031	5,680E-4
160,1563	5,882E-4
162,1094	5,341E-4
164,0625	5,032E-4
166,0156	5,337E-4
167,9688	5,351E-4
169,9219	6,049E-4
171,8750	4,645E-4
173,8281	5,157E-4
175,7813	4,953E-4
177,7344	4,774E-4
179,6875	5,030E-4
181,6406	4,553E-4
183,5938	4,811E-4
185,5469	5,184E-4
187,5000	4,723E-4
189,4531	4,175E-4
191,4063	4,281E-4
193,3594	3,829E-4
195,3125	4,085E-4
197,2656	4,020E-4
199,2188	4,285E-4
201,1719	3,990E-4
203,1250	4,396E-4
205,0781	4,471E-4
207,0313	4,215E-4
208,9844	4,064E-4
210,9375	4,167E-4
212,8906	4,156E-4
