#Winkelposition, Messreihe #2
#Zeit ( s )	Winkelposition ( rad )
0,0000	-0,038
0,0010	0,002
0,0020	0,049
0,0030	0,093
0,0040	0,137
0,0050	0,179
0,0060	0,223
0,0070	0,265
0,0080	0,306
0,0090	0,347
0,0100	0,385
0,0110	0,423
0,0120	0,459
0,0130	0,493
0,0140	0,528
0,0150	0,561
0,0160	0,592
0,0170	0,620
0,0180	0,647
0,0190	0,672
0,0200	0,696
0,0210	0,716
0,0220	0,737
0,0230	0,756
0,0240	0,771
0,0250	0,787
0,0260	0,800
0,0270	0,809
0,0280	0,817
0,0290	0,822
0,0300	0,825
0,0310	0,826
0,0320	0,826
0,0330	0,826
0,0340	0,823
0,0350	0,817
0,0360	0,811
0,0370	0,800
0,0380	0,789
0,0390	0,774
0,0400	0,759
0,0410	0,740
0,0420	0,721
0,0430	0,699
0,0440	0,677
0,0450	0,652
0,0460	0,627
0,0470	0,598
0,0480	0,569
0,0490	0,536
0,0500	0,501
0,0510	0,465
0,0520	0,429
0,0530	0,391
0,0540	0,353
0,0550	0,316
0,0560	0,275
0,0570	0,234
0,0580	0,190
0,0590	0,146
0,0600	0,102
0,0610	0,057
0,0620	0,011
0,0630	-0,035
0,0640	-0,080
0,0650	-0,127
0,0660	-0,173
0,0670	-0,220
0,0680	-0,267
0,0690	-0,313
0,0700	-0,358
0,0710	-0,404
0,0720	-0,448
0,0730	-0,493
0,0740	-0,537
0,0750	-0,580
0,0760	-0,622
0,0770	-0,663
0,0780	-0,704
0,0790	-0,743
0,0800	-0,781
0,0810	-0,817
0,0820	-0,853
0,0830	-0,886
0,0840	-0,917
0,0850	-0,949
0,0860	-0,979
0,0870	-1,007
0,0880	-1,034
0,0890	-1,057
0,0900	-1,081
0,0910	-1,101
0,0920	-1,120
0,0930	-1,137
0,0940	-1,151
0,0950	-1,164
0,0960	-1,175
0,0970	-1,184
0,0980	-1,191
0,0990	-1,197
0,1000	-1,200
0,1010	-1,202
0,1020	-1,202
0,1030	-1,199
0,1040	-1,195
0,1050	-1,188
0,1060	-1,178
0,1070	-1,167
0,1080	-1,155
0,1090	-1,142
0,1100	-1,128
0,1110	-1,109
0,1120	-1,089
0,1130	-1,067
0,1140	-1,041
0,1150	-1,015
0,1160	-0,988
0,1170	-0,960
0,1180	-0,928
0,1190	-0,897
0,1200	-0,864
0,1210	-0,829
0,1220	-0,793
0,1230	-0,756
0,1240	-0,718
0,1250	-0,679
0,1260	-0,638
0,1270	-0,595
0,1280	-0,553
0,1290	-0,509
0,1300	-0,465
0,1310	-0,419
0,1320	-0,375
0,1330	-0,330
0,1340	-0,283
0,1350	-0,236
0,1360	-0,188
0,1370	-0,143
0,1380	-0,096
0,1390	-0,050
0,1400	-0,005
0,1410	0,041
0,1420	0,086
0,1430	0,130
0,1440	0,176
0,1450	0,218
0,1460	0,261
0,1470	0,302
0,1480	0,341
0,1490	0,379
0,1500	0,416
0,1510	0,454
0,1520	0,489
0,1530	0,523
0,1540	0,556
0,1550	0,586
0,1560	0,616
0,1570	0,642
0,1580	0,668
0,1590	0,693
0,1600	0,715
